Address Number,Alpha Name,Or Ty,Contract Number,Fund ,Fund,Cst Ctr / Job,Cost Center / Job,Obj Acct,Obj Account Description,2nd Item Number,2nd Item Number,Extended Price,Amount Received,Amount Open
3965,RECREATION RESOURCE INC,OS,494805,40012,Project Fund-2012 Bond,  0229400033,DCED BUSINESS DISTRICT IMPROV,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL",288.02,288.02,0.00
3965,RECREATION RESOURCE INC,OS,494805,26010,CDBG FUND,  0229400033,DCED BUSINESS DISTRICT IMPROV,58101,GRANTS,5088,03K.CDBG,"7,645.98","7,645.98",0.00
157471,GRACIANO CORP.,OS,50778,40011,CAPITAL PROJECTS - 2006 BOND,  4022003513,"WALL, STEP AND FENCE PROGRAM",53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","19,166.18","19,166.18",0.00
94709,KJ JOHNSTON LTD,OS,50503,40014,2014 PAYGO,  4022700313,BUILDING MAINTENANCE PROGRAM,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","102,673.77","102,673.77",0.00
94709,KJ JOHNSTON LTD,OS,50503,40015,Project Fund 2015 Bond Issue,  4022700313,BUILDING MAINTENANCE PROGRAM,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","42,529.23","42,529.23",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,50720,40015,Project Fund 2015 Bond Issue,  4067348120,BALLFIELD LIGHTING,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","100,000.00",0.00,0.00
7706,ALLEGHENY CITY ELECTRIC,OS,50720,40015,Project Fund 2015 Bond Issue,  4067348120,BALLFIELD LIGHTING,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","12,560.00",0.00,0.00
320459,SOF SURFACES INC,OS,495040,26010,CDBG FUND,  4026746212,MANCHESTER FIELD,58101,GRANTS,5083,03F.CDBG,"39,509.66",0.00,0.00
802,ALLEGHENY FENCE CONSTRUCTION CO,OS,51118,40014,2014 PAYGO,  4024500013,PARK RECONSTRUCTION PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","20,128.00","15,461.00",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,51568,29040,GRANTS FUND,  4029400190,HIGHLAND AVE STREETLIGHT PROJE,54201,MAINTENANCE,1284,INFRASTRUCTURE.STREET LIGHTS,"157,125.00","157,125.00",0.00
288198,GARLAND/DBS INC.,OS,51180,26010,CDBG FUND,  4026750015,FACILITY IMPROVEMENTS,58101,GRANTS,5082,03E.CDBG,"300,000.00","300,000.00",0.00
85007,JEFFREY ASSOCIATES,OS,494928,40015,Project Fund 2015 Bond Issue,  4024100212,PLAY AREA IMPROVEMENT,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","44,861.00","44,861.00",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,50720,40015,Project Fund 2015 Bond Issue,  4067348120,BALLFIELD LIGHTING,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","100,000.00","100,000.00",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,50720,40015,Project Fund 2015 Bond Issue,  4067348120,BALLFIELD LIGHTING,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","12,560.00",77.47,0.00
262633,PEPPER HAMILTON LLP,OS,50910,11101,GENERAL FUND,      108000,LAW,53517,LEGAL FEES,526145,PROFESSIONAL- LEGAL,"300,000.00","300,000.00",0.00
263126,CAMPBELL DURRANT BEATTY PALOMBO & MILLER,OS,50799,11101,GENERAL FUND,      108000,LAW,53517,LEGAL FEES,526145,PROFESSIONAL- LEGAL,"75,000.00","75,000.00",0.00
62332,GOODWILL OF SW PA/NORTHSIDE,OS,51782,26020,EMERGENCY SHELTERS PROG TF,  1125015150,EMERGENCY SHELTER - 2015,58101,GRANTS,1637,HOMELESS PREVENTION,"34,000.00","34,000.00",0.00
64928,TREE PITTSBURGH,OS,51786,28053,SHADE TREE TRUST FUND,  4000285300,SHADE TREE TRUST FUND,53301,WORKFORCE TRAINING,5071,CONSULTATION SERVICES,"71,000.00","71,000.00",0.00
69462,THE PITTSBURGH PROJECT,OS,51789,29040,GRANTS FUND,  0229400171,PEOPLE'S GAS 2015 LYB,58101,GRANTS,566000,GRANTS,"1,000.00","1,000.00",0.00
107576,"PLAVCHAK CONSTRUCTION CO., INC.",OS,50506,28004,ARAD-PARKS,  4024500013,PARK RECONSTRUCTION PROGRAM,54201,MAINTENANCE,525100,MAINTENANCE,"39,995.00","39,995.00",0.00
169594,"WESTERN PARTNERS, LTD.",OS,42275,11101,GENERAL FUND,      121000,FINANCE - BPFAS,54501,LAND & BUILDINGS,561000,REPAIRS,"115,441.67","115,441.67",0.00
157471,GRACIANO CORP.,OS,50778,40011,CAPITAL PROJECTS - 2006 BOND,  4022003513,"WALL, STEP AND FENCE PROGRAM",53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL",331.14,331.14,0.00
290781,BAIANO CONSTRUCTION INC.,OS,51208,40012,Project Fund-2012 Bond,  4024500015,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","41,604.86","41,604.86",0.00
166495,A. FOLINO CONSTRUCTION INC,OS,51148,40015,Project Fund 2015 Bond Issue,  4024500014,PARK RECONSTRUCTION PROGRAM,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","207,966.56","207,966.56",0.00
157471,GRACIANO CORP.,OS,50778,40015,Project Fund 2015 Bond Issue,  4022003513,"WALL, STEP AND FENCE PROGRAM",53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","10,000.00","10,000.00",0.00
157471,GRACIANO CORP.,OS,50778,40011,CAPITAL PROJECTS - 2006 BOND,  4022003513,"WALL, STEP AND FENCE PROGRAM",53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","12,302.25","12,302.25",0.00
157471,GRACIANO CORP.,OS,50778,40015,Project Fund 2015 Bond Issue,  4022003513,"WALL, STEP AND FENCE PROGRAM",53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","54,656.29","54,656.29",0.00
273682,"FIELDTURF, TARKETT",OS,51761,40012,Project Fund-2012 Bond,  4024500013,PARK RECONSTRUCTION PROGRAM,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","190,000.00","190,000.00",0.00
273682,"FIELDTURF, TARKETT",OS,51761,40014,2014 PAYGO,  4024500013,PARK RECONSTRUCTION PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","49,624.29","49,624.29",0.00
89558,JOHN WEINSTEIN,OS,49192,11101,GENERAL FUND,      107000,FINANCE,53509,COMPUTER MAINTANACE,5026,JDE ERP HELP&SUPPORT SERVICES,"33,438.25","33,438.25",0.00
250902,DLT SOLUTIONS,OS,49252,11101,GENERAL FUND,      107000,FINANCE,53509,COMPUTER MAINTANACE,5029,ORACLE JDEERP MAINTENANCE SUPP,"519,809.86","519,809.86",0.00
295975,"ACCELA, INC.",OS,51097,11101,GENERAL FUND,  1126735610,WEB-BASED PERMITTING PROJECT,53509,COMPUTER MAINTANACE,533220,COMPUTER MAINTENANCE,"330,738.36","330,738.36",0.00
317112,GREEN WORLD CONTRACTING CORPORATION,OS,50915,40015,Project Fund 2015 Bond Issue,  4030108015,"WALL, STEP AND FENCE PAYGO",53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL",250.00,250.00,0.00
309868,"AQUATIC RENOVATION SYSTEMS, INC.",OS,51668,40014,2014 PAYGO,  4024200016,SWIMMING POOL REHABILITATION,54201,MAINTENANCE,525100,MAINTENANCE,"9,590.09","9,590.09",0.00
160606,"A. MERANTE CONTRACTING, INC.",OS,50579,40015,Project Fund 2015 Bond Issue,  4024500015,PARK RECONSTRUCTION,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","36,755.00","36,755.00",0.00
247134,AE WORKS LTD,OS,50767,40014,2014 PAYGO,  4026739913,ARCHITECTURAL ENGINEERING SERV,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","10,000.00","10,000.00",0.00
321202,MOSHIER STUDIO,OS,50715,40015,Project Fund 2015 Bond Issue,  4026739913,ARCHITECTURAL ENGINEERING SERV,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","1,276.43","1,276.43",0.00
317104,FRIENDSHIP COMMUNITY GROUP,OS,51804,29040,GRANTS FUND,  0229400171,PEOPLE'S GAS 2015 LYB,58101,GRANTS,566000,GRANTS,"1,000.00","1,000.00",0.00
323330,SCHAEDLER YESCO DISTRIBUTION,OS,495306,40015,Project Fund 2015 Bond Issue,  4022700312,BUILDING MAINTENANCE PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","7,265.84",0.00,0.00
143175,SKELLY AND LOY INC,OS,50952,40015,Project Fund 2015 Bond Issue,  4026750016,FACILITY IMPROVEMENTS,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","1,995.00","1,995.00",0.00
290781,BAIANO CONSTRUCTION INC.,OS,51208,40012,Project Fund-2012 Bond,  4024500015,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","3,328.00","3,328.00",0.00
226249,BRIGHTON HEIGHTS CITIZENS FEDERATION,OS,51798,40001,CAP PROJ - PROJ FUND,  0141001012,DISTRICT 1 NEIGHBORHOOD NEEDS,58101,GRANTS,566000,GRANTS,"7,000.00","7,000.00",0.00
226414,NORTHSIDE LEADERSHIP CONFERENCE,OS,51800,26010,CDBG FUND,  0129784130,NORTH SIDE LEADERSHIP COUNCIL,58101,GRANTS,5104,05D.CDBG,"10,000.00","10,000.00",0.00
321202,MOSHIER STUDIO,OS,50715,40015,Project Fund 2015 Bond Issue,  4026739913,ARCHITECTURAL ENGINEERING SERV,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,800.91","2,800.91",0.00
382125,S & S PROCESSING,OS,51759,40116,2016 PAYGO,  4026734116,SPORT FACILITY IMPROVEMENTS,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL",600.50,600.50,0.00
160606,"A. MERANTE CONTRACTING, INC.",OS,51042,40014,2014 PAYGO,  4023910314,SLOPE FAILURE REMEDIATION,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","3,063.78",0.00,0.00
157471,GRACIANO CORP.,OS,50778,40011,CAPITAL PROJECTS - 2006 BOND,  4022003513,"WALL, STEP AND FENCE PROGRAM",53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL",664.71,664.71,0.00
63861,PARKING LOT PAINTING COMPANY,OS,50562,40015,Project Fund 2015 Bond Issue,  4423520010,NEIGHBORHOOD STREET IMPROV,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","20,299.71","20,299.71",0.00
63861,PARKING LOT PAINTING COMPANY,OS,50562,40015,Project Fund 2015 Bond Issue,  4423520010,NEIGHBORHOOD STREET IMPROV,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","10,880.54","10,880.54",0.00
62412,STANDARD HOLDING COMPANY,OS,49448,11101,GENERAL FUND,      230000,PS - POLICE BUREAU,54501,LAND & BUILDINGS,561950,RENT-WAREHOUSE,"5,000.00","5,000.00",0.00
233630,"STALEY COMMUNICATIONS, INC.",OS,50545,40015,Project Fund 2015 Bond Issue,  4024500013,PARK RECONSTRUCTION PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","6,760.00","6,760.00",0.00
107576,"PLAVCHAK CONSTRUCTION CO., INC.",OS,50506,28004,ARAD-PARKS,  4024500013,PARK RECONSTRUCTION PROGRAM,54201,MAINTENANCE,525100,MAINTENANCE,"54,759.50","54,759.50",0.00
213717,"FRANK BRYAN, INC",OS,51751,40011,CAPITAL PROJECTS - 2006 BOND,  4423910310,SLOPE FAILURE REMEDIATION,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL",543.52,543.52,0.00
802,ALLEGHENY FENCE CONSTRUCTION CO,OS,51663,40015,Project Fund 2015 Bond Issue,  4023181015,FLEX BEAM GUIDERAILS,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","1,354.00","1,354.00",0.00
158748,BURNS WHITE LLC,OS,51509,11101,GENERAL FUND,      108000,LAW,53517,LEGAL FEES,526145,PROFESSIONAL- LEGAL,"75,000.00","75,000.00",0.00
89558,JOHN WEINSTEIN,OS,49192,11101,GENERAL FUND,      107000,FINANCE,53509,COMPUTER MAINTANACE,5026,JDE ERP HELP&SUPPORT SERVICES,"420,000.00",0.00,0.00
242616,CARNEGIE LIBRARY- WOODS RUN BRANCH,OS,51793,26010,CDBG FUND,  0123066150,WOODS RUN CARNEGIE LIBRARY,58101,GRANTS,5104,05D.CDBG,"2,500.00","2,500.00",0.00
214594,NORTHSIDE COALITION FOR FAIR HOUSING,OS,51810,29040,GRANTS FUND,  0229400171,PEOPLE'S GAS 2015 LYB,58101,GRANTS,566000,GRANTS,"1,000.00","1,000.00",0.00
330628,BLOOMFIELD DEVELOPMENT CORP.,OS,51812,29040,GRANTS FUND,  0229400171,PEOPLE'S GAS 2015 LYB,58101,GRANTS,566000,GRANTS,"1,000.00","1,000.00",0.00
5630,PENN LANDSCAPE & CEMENT WORK,OS,49434,40114,TIP PROJECTS,  4024592012,TREE MAINTENANCE PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","10,800.00","10,800.00",0.00
1145,MACKIN ENGINEERING CO.,OS,50561,40011,CAPITAL PROJECTS - 2006 BOND,  4435200100,NEIGHBORHOOD STREET IMPROV,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","59,458.12","1,948.62",0.00
392067,CLARK CONTRACTORS INC,OS,51559,40015,Project Fund 2015 Bond Issue,  4024500016,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","75,000.00","75,000.00",0.00
94709,KJ JOHNSTON LTD,OS,50503,40015,Project Fund 2015 Bond Issue,  4022700313,BUILDING MAINTENANCE PROGRAM,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","44,762.00","44,762.00",0.00
213717,"FRANK BRYAN, INC",OS,51751,40015,Project Fund 2015 Bond Issue,  4423910310,SLOPE FAILURE REMEDIATION,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,781.50","2,781.50",0.00
802,ALLEGHENY FENCE CONSTRUCTION CO,OS,51263,40015,Project Fund 2015 Bond Issue,  4022003513,"WALL, STEP AND FENCE PROGRAM",54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,440.00","2,440.00",0.00
340187,WALTER P. MOORE & ASSOCIATES,OS,51719,40015,Project Fund 2015 Bond Issue,  4026750015,FACILITY IMPROVEMENTS,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","12,000.00","12,000.00",0.00
253033,STALEY COMMUNICATIONS INC,OS,48363,40015,Project Fund 2015 Bond Issue,  2126747713,PUBLIC SAFETY RADIO REPLACEMEN,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","23,075.55",0.00,0.00
253033,STALEY COMMUNICATIONS INC,OS,48363,40015,Project Fund 2015 Bond Issue,  2126747713,PUBLIC SAFETY RADIO REPLACEMEN,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","8,970.47","8,970.47",0.00
94709,KJ JOHNSTON LTD,OS,51708,29040,GRANTS FUND,  4029400182,RCAP BEECHVIEW SENIOR CENTER,57201,BUILDING CONSTRUCTION,1177,CONSTRUCTION.BUILDING.MAINTENA,"1,500,000.00",0.00,0.00
94709,KJ JOHNSTON LTD,OS,51708,40015,Project Fund 2015 Bond Issue,  4029400182,RCAP BEECHVIEW SENIOR CENTER,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","300,000.00",0.00,0.00
94709,KJ JOHNSTON LTD,OS,51708,40115,2015 PAYGO,  4029400182,RCAP BEECHVIEW SENIOR CENTER,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","500,000.00",0.00,0.00
94709,KJ JOHNSTON LTD,OS,51708,40015,Project Fund 2015 Bond Issue,  4029400182,RCAP BEECHVIEW SENIOR CENTER,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","73,748.00",0.00,0.00
170261,FOLINO CONSTRUCTION,OS,50055,40015,Project Fund 2015 Bond Issue,  4023910315,SLOPE FAILURE REMEDIATION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","122,122.00","122,122.00",0.00
169594,"WESTERN PARTNERS, LTD.",OS,42275,11101,GENERAL FUND,      121000,FINANCE - BPFAS,54501,LAND & BUILDINGS,561000,REPAIRS,"115,441.67","115,441.67",0.00
324507,FRANK J. ZOTTOLA CONSTRUCTION,OS,51593,40015,Project Fund 2015 Bond Issue,  4026737614,GREENFIELD BRIDGE,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","54,865.70","54,865.70",0.00
392817,SCI TEK CONSULTANTS INC,OS,50950,40015,Project Fund 2015 Bond Issue,  4026735516,SPLASH ZONES,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL",890.00,890.00,0.00
365595,"STR.GRANTS, LLC.",OS,51808,11101,GENERAL FUND,      107000,FINANCE,53509,COMPUTER MAINTANACE,5018,SOFTWARE DEVELOPMENT/MAINTENAN,"101,045.36","101,045.36",0.00
85007,JEFFREY ASSOCIATES,OS,51366,40015,Project Fund 2015 Bond Issue,  4024500015,PARK RECONSTRUCTION,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","18,686.00","18,686.00",0.00
213717,"FRANK BRYAN, INC",OS,51751,40011,CAPITAL PROJECTS - 2006 BOND,  4423910310,SLOPE FAILURE REMEDIATION,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL",316.00,316.00,0.00
279571,COMMUNITY COLLEGE OF ALLEGHENY COUNTY,OS,51817,40014,2014 PAYGO,  4026750014,BUILDING IMPROVEMENTS PLAN,53901,PROFESSIONAL SERVICES - CONVER,561800,RENT-OFFICE,"141,173.40","141,173.40",0.00
63861,PARKING LOT PAINTING COMPANY,OS,51637,40015,Project Fund 2015 Bond Issue,  4026900116,STREET RESURFACING,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","11,867.00",0.00,0.00
157471,GRACIANO CORP.,OS,50778,40011,CAPITAL PROJECTS - 2006 BOND,  4022003513,"WALL, STEP AND FENCE PROGRAM",53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","1,053.25","1,053.25",0.00
802,ALLEGHENY FENCE CONSTRUCTION CO,OS,51118,40015,Project Fund 2015 Bond Issue,  4024500013,PARK RECONSTRUCTION PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","3,524.00","3,331.12",0.00
233630,"STALEY COMMUNICATIONS, INC.",OS,50545,40015,Project Fund 2015 Bond Issue,  4024500013,PARK RECONSTRUCTION PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","99,658.00","99,658.00",0.00
320459,SOF SURFACES INC,OS,495040,40015,Project Fund 2015 Bond Issue,  4026746212,MANCHESTER FIELD,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","26,464.03","26,464.03",0.00
320459,SOF SURFACES INC,OS,495040,40015,Project Fund 2015 Bond Issue,  4026746212,MANCHESTER FIELD,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","32,519.15","32,519.15",0.00
85007,JEFFREY ASSOCIATES,OS,51366,40015,Project Fund 2015 Bond Issue,  4024500015,PARK RECONSTRUCTION,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","13,476.00","13,476.00",0.00
320459,SOF SURFACES INC,OS,495040,40015,Project Fund 2015 Bond Issue,  4026746212,MANCHESTER FIELD,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","40,663.69","40,663.69",0.00
299891,SMITHS DETECTION,OS,50023,40015,Project Fund 2015 Bond Issue,  4026750015,FACILITY IMPROVEMENTS,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","8,985.08",0.00,0.00
299891,SMITHS DETECTION,OS,50023,40015,Project Fund 2015 Bond Issue,  4026750015,FACILITY IMPROVEMENTS,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","8,985.08",0.00,0.00
23188,SIMPLEXGRINNELL LP,OS,495832,40015,Project Fund 2015 Bond Issue,  4026750015,FACILITY IMPROVEMENTS,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","8,985.08","8,985.08",0.00
290837,FEDEROUCH LANDSCAPE SUPPLY,OS,50881,40015,Project Fund 2015 Bond Issue,  4020035140,"WALL, STEP, & FENCE- EC",53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","6,115.68","6,115.68",0.00
85007,JEFFREY ASSOCIATES,OS,51366,40015,Project Fund 2015 Bond Issue,  4024500015,PARK RECONSTRUCTION,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","25,106.50",0.00,0.00
309868,"AQUATIC RENOVATION SYSTEMS, INC.",OS,51668,40015,Project Fund 2015 Bond Issue,  4024200016,SWIMMING POOL REHABILITATION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","66,420.00","66,060.00",0.00
63731,HILLTOP ALLIANCE,OS,51489,26010,CDBG FUND,  0130108150,HILLTOP ALLIANCE,58101,GRANTS,5150,19C.CDBG,"2,500.00","2,500.00",0.00
63731,HILLTOP ALLIANCE,OS,51489,26010,CDBG FUND,  0130108150,HILLTOP ALLIANCE,58101,GRANTS,5150,19C.CDBG,564.51,564.51,0.00
63731,HILLTOP ALLIANCE,OS,51489,26010,CDBG FUND,  0130108150,HILLTOP ALLIANCE,58101,GRANTS,5150,19C.CDBG,"2,500.00","2,500.00",0.00
63731,HILLTOP ALLIANCE,OS,51489,26010,CDBG FUND,  0130108150,HILLTOP ALLIANCE,58101,GRANTS,5150,19C.CDBG,"2,035.73","2,035.73",0.00
63731,HILLTOP ALLIANCE,OS,51489,26010,CDBG FUND,  0130108150,HILLTOP ALLIANCE,58101,GRANTS,5150,19C.CDBG,"2,500.00","2,500.00",0.00
98727,BRIGHTWOOD CIVIC GROUP,OS,51826,40001,CAP PROJ - PROJ FUND,  0141001012,DISTRICT 1 NEIGHBORHOOD NEEDS,58101,GRANTS,566000,GRANTS,"5,500.00","5,500.00",0.00
323330,SCHAEDLER YESCO DISTRIBUTION,OS,495306,40015,Project Fund 2015 Bond Issue,  4022700312,BUILDING MAINTENANCE PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","1,112.06","1,112.06",0.00
278617,"SSM INDUSTRIES, INC.",OS,50896,40015,Project Fund 2015 Bond Issue,  5026719313,SWIMMING POOL MAINTENANCE,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","8,967.07","8,967.07",0.00
233630,"STALEY COMMUNICATIONS, INC.",OS,50545,40015,Project Fund 2015 Bond Issue,  4024500013,PARK RECONSTRUCTION PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,513.00","2,513.00",0.00
233630,"STALEY COMMUNICATIONS, INC.",OS,50545,40015,Project Fund 2015 Bond Issue,  4024500013,PARK RECONSTRUCTION PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","1,872.00","1,872.00",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,50720,40015,Project Fund 2015 Bond Issue,  4067348120,BALLFIELD LIGHTING,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,416.90","2,050.47",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,50720,40015,Project Fund 2015 Bond Issue,  4067348120,BALLFIELD LIGHTING,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,158.30","1,380.39",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,50720,40015,Project Fund 2015 Bond Issue,  4067348120,BALLFIELD LIGHTING,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","4,530.00","3,174.36",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,50720,40015,Project Fund 2015 Bond Issue,  4067348120,BALLFIELD LIGHTING,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,208.30","1,239.28",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,50720,40015,Project Fund 2015 Bond Issue,  4067348120,BALLFIELD LIGHTING,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","3,117.20","1,764.84",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,50720,40015,Project Fund 2015 Bond Issue,  4067348120,BALLFIELD LIGHTING,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,158.30","1,469.57",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,50720,40015,Project Fund 2015 Bond Issue,  4067348120,BALLFIELD LIGHTING,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,208.30","1,155.13",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,50720,40015,Project Fund 2015 Bond Issue,  4067348120,BALLFIELD LIGHTING,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","4,416.60","3,114.11",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,50720,40015,Project Fund 2015 Bond Issue,  4067348120,BALLFIELD LIGHTING,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,208.30","1,767.10",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,50720,40015,Project Fund 2015 Bond Issue,  4067348120,BALLFIELD LIGHTING,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,158.30","1,616.92",0.00
802,ALLEGHENY FENCE CONSTRUCTION CO,OS,51118,40014,2014 PAYGO,  4024500013,PARK RECONSTRUCTION PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","6,112.00","6,112.00",0.00
169594,"WESTERN PARTNERS, LTD.",OS,42275,11101,GENERAL FUND,      121000,FINANCE - BPFAS,54501,LAND & BUILDINGS,561000,REPAIRS,"115,441.67","115,441.67",0.00
320459,SOF SURFACES INC,OS,495040,26010,CDBG FUND,  4026746212,MANCHESTER FIELD,58101,GRANTS,1419,"MAINT. ,REPAIR &  OPERATIONAL","5,703.38","5,703.38",0.00
245981,PASHEK ASSOCIATES,OS,50679,40015,Project Fund 2015 Bond Issue,  4026739913,ARCHITECTURAL ENGINEERING SERV,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,040.07","2,040.07",0.00
321202,MOSHIER STUDIO,OS,50715,26010,CDBG FUND,  4026739913,ARCHITECTURAL ENGINEERING SERV,54205,ENGINEERING,5083,03F.CDBG,"7,205.00",0.00,0.00
